Id,SalePrice
1461,124927.8967
1462,171829.1453
1463,180946.5204
1464,189450.9829
1465,197919.6603
1466,178096.107
1467,171190.6213
1468,173355.2687
1469,182890.6467
1470,124116.2813
1471,195513.3269
1472,93333.46266
1473,103457.0424
1474,156093.1561
1475,141661.7402
1476,403566.1359
1477,256222.4602
1478,324044.9866
1479,277391.4262
1480,466711.4473
1481,298678.313
1482,198544.8299
1483,164413.4168
1484,172393.4155
1485,163267.1523
1486,193551.5227
1487,336726.4863
1488,225616.0991
1489,233710.3144
1490,217213.5337
1491,190214.5638
1492,97553.09037
1493,201351.7322
1494,323317.5769
1495,287735.1945
1496,228222.0341
1497,183520.829
1498,153638.1758
1499,151636.8697
1500,152768.8521
1501,171308.7316
1502,165561.0179
1503,314595.8136
1504,214440.9463
1505,227513.5216
1506,163521.1158
1507,242674.2901
1508,200949.4851
1509,173675.3583
1510,160035.5161
1511,156933.8579
1512,176415.2509
1513,131841.1704
1514,159325.679
1515,184989.7585
1516,172294.2803
1517,168365.2451
1518,119585.9985
1519,239943.5118
1520,137513.3433
1521,139491.4959
1522,169803.9964
1523,118500.3999
1524,131573.2751
1525,132672.1153
1526,116290.7284
1527,99654.05081
1528,127501.5218
1529,151509.4411
1530,167855.2014
1531,121296.8913
1532,97894.18522
1533,145922.0564
1534,108140.3021
1535,179138.2826
1536,103750.5518
1537,81159.66103
1538,188730.9895
1539,223381.4374
1540,92736.66101
1541,160128.5659
1542,138313.3242
1543,207197.2767
1544,83665.43802
1545,108626.162
1546,125564.2808
1547,134351.2863
1548,136324.2968
1549,110929.1808
1550,139905.1772
1551,99630.66044
1552,141428.5431
1553,139791.8853
1554,115933.4329
1555,204786.5142
1556,80975.80517
1557,111022.9937
1558,100172.257
1559,103001.3502
1560,144022.2251
1561,127678.4292
1562,122893.073
1563,119730.2967
1564,154238.726
1565,151979.9392
1566,224594.278
1567,76835.98447
1568,244943.7233
1569,146073.9756
1570,136094.3045
1571,127325.3606
1572,143276.3309
1573,245343.6567
1574,116431.5116
1575,236360.6759
1576,231495.4218
1577,209763.8236
1578,167163.8145
1579,145458.3801
1580,202088.4509
1581,166477.5324
1582,131323.2814
1583,345531.5728
1584,236464.7727
1585,137114.3154
1586,72896.16362
1587,103959.9776
1588,159719.0514
1589,104098.7676
1590,139240.6079
1591,96331.51706
1592,116952.4583
1593,116585.4014
1594,146095.1178
1595,117894.3406
1596,251476.0616
1597,189635.5255
1598,186544.1801
1599,195514.6002
1600,180645.7724
1601,73444.94141
1602,102267.4444
1603,91474.76393
1604,310622.2654
1605,234568.0846
1606,165920.118
1607,177949.8288
1608,203806.1063
1609,205543.2731
1610,161206.9754
1611,152431.4486
1612,157335.8769
1613,152982.4764
1614,126958.1007
1615,89297.06292
1616,79906.11686
1617,90315.6196
1618,123009.164
1619,138786.5444
1620,167202.1411
1621,146044.3761
1622,154237.8505
1623,313408.144
1624,236098.5033
1625,102722.3199
1626,169828.4618
1627,187215.6623
1628,298498.2826
1629,173534.8911
1630,375414.326
1631,192573.9528
1632,225022.0191
1633,171321.9462
1634,183990.8861
1635,180101.0957
1636,149769.0648
1637,200226.6731
1638,199057.8264
1639,178102.6926
1640,257660.257
1641,184655.6267
1642,220867.0964
1643,211091.7813
1644,220646.9171
1645,189082.9673
1646,155806.7071
1647,148964.947
1648,140658.0792
1649,137685.1552
1650,110299.2862
1651,116775.6047
1652,94521.37948
1653,93136.50875
1654,160510.8688
1655,150921.3381
1656,154858.0315
1657,157006.228
1658,150915.3552
1659,143887.182
1660,152061.2128
1661,458379.6183
1662,445748.8258
1663,396680.1882
1664,472946.8255
1665,331465.9046
1666,350715.2743
1667,381033.4239
1668,312265.3969
1669,344947.1585
1670,363894.4854
1671,262300.6746
1672,454573.5319
1673,310616.2585
1674,254359.5501
1675,176027.0325
1676,191318.1654
1677,204877.8707
1678,400270.9387
1679,439030.3051
1680,306410.773
1681,282206.5406
1682,315855.3585
1683,179163.6558
1684,167277.4658
1685,172959.1976
1686,167999.0722
1687,171384.6337
1688,183213.808
1689,191518.5115
1690,188918.83
1691,179414.4545
1692,264415.0179
1693,170647.3297
1694,186843.7742
1695,156331.6247
1696,296937.3628
1697,156468.4575
1698,381371.2519
1699,319829.7401
1700,248729.895
1701,261936.4122
1702,227663.1292
1703,240153.0677
1704,308847.1032
1705,236236.9902
1706,474177.0357
1707,217192.345
1708,217072.4581
1709,282111.4083
1710,224965.8139
1711,276622.8032
1712,228123.8965
1713,276722.6872
1714,224409.1872
1715,204882.955
1716,195789.0243
1717,166191.0849
1718,135767.2553
1719,197216.4304
1720,259947.9366
1721,156073.2732
1722,109224.5792
1723,144745.6164
1724,201745.7921
1725,248111.6753
1726,196610.0468
1727,169466.0897
1728,182362.3137
1729,169186.4733
1730,177519.1325
1731,122824.0478
1732,128184.2925
1733,111624.6548
1734,121194.6723
1735,126968.6725
1736,109011.6145
1737,379089.483
1738,218764.5293
1739,302959.9674
1740,210792.2108
1741,191821.3118
1742,175174.9972
1743,158459.5578
1744,292146.0393
1745,231354.4361
1746,233840.8299
1747,221369.161
1748,216933.9107
1749,154503.4271
1750,130259.6408
1751,247517.4294
1752,114382.1012
1753,143694.5791
1754,209583.3216
1755,194319.5356
1756,127488.1234
1757,117898.5973
1758,145946.3377
1759,168665.0791
1760,160323.1337
1761,144341.6031
1762,169992.4075
1763,164367.4214
1764,108129.3063
1765,193747.1577
1766,167828.2563
1767,238283.5584
1768,146149.8359
1769,163748.9636
1770,147963.5687
1771,130646.1044
1772,130731.4786
1773,139879.4412
1774,94456.01915
1775,146917.9077
1776,122440.6287
1777,103095.6919
1778,137444.9202
1779,121319.168
1780,162373.3772
1781,134813.867
1782,89087.98953
1783,132502.4374
1784,99520.53592
1785,131360.6975
1786,127881.6158
1787,158234.2624
1788,68457.45063
1789,106866.509
1790,78107.75357
1791,222788.7576
1792,166418.6032
1793,135483.7248
1794,139597.6809
1795,146093.8114
1796,130906.9806
1797,123029.7251
1798,128611.7209
1799,115729.2844
1800,128543.4236
1801,137176.1352
1802,129141.5811
1803,139105.6375
1804,145267.0573
1805,136162.0562
1806,121918.6226
1807,132747.6115
1808,130611.5646
1809,130422.2326
1810,143626.5246
1811,117032.2441
1812,116466.1286
1813,122955.643
1814,85747.9224
1815,58421.15923
1816,98466.20909
1817,123439.8106
1818,156045.9969
1819,120807.927
1820,75410.015
1821,126492.9472
1822,145636.8919
1823,66196.9455
1824,146475.2272
1825,141199.3533
1826,92938.32354
1827,102596.6009
1828,133289.4391
1829,114585.2483
1830,139969.213
1831,158193.1828
1832,90284.21038
1833,129691.3885
1834,115063.3089
1835,143829.3324
1836,122931.7783
1837,98717.83028
1838,123088.7154
1839,81984.09814
1840,158657.8562
1841,142936.0447
1842,85563.63266
1843,145485.8578
1844,137351.8835
1845,159872.0911
1846,173106.3297
1847,169121.1588
1848,59714.8401
1849,147707.8746
1850,114023.7839
1851,168580.6152
1852,122874.8902
1853,137055.3845
1854,178108.4602
1855,154426.7754
1856,218238.6324
1857,160991.7
1858,120713.8122
1859,116021.6193
1860,145005.728
1861,116281.1582
1862,331370.8073
1863,327561.1563
1864,327561.1563
1865,346983.6073
1866,346369.2478
1867,228906.6047
1868,354131.9971
1869,189493.3211
1870,241873.4741
1871,277858.4197
1872,181061.2313
1873,225126.6578
1874,139887.685
1875,229191.3634
1876,208478.1573
1877,213538.8809
1878,212373.8758
1879,152076.3553
1880,139151.0721
1881,245649.067
1882,258023.1338
1883,201557.2898
1884,208028.9465
1885,271096.0109
1886,322944.4498
1887,195759.4602
1888,294308.1763
1889,174398.6097
1890,138793.0555
1891,137872.2534
1892,88341.19692
1893,132376.5393
1894,116350.1147
1895,145950.3812
1896,119707.2533
1897,100555.6274
1898,107630.3467
1899,156808.6738
1900,146834.8847
1901,172749.0456
1902,154633.2152
1903,249720.5761
1904,140973.9144
1905,194935.199
1906,177145.047
1907,197653.3803
1908,114093.6387
1909,134494.6272
1910,121126.9112
1911,198416.0863
1912,293532.7743
1913,138113.3693
1914,84039.40447
1915,342388.1602
1916,70313.15938
1917,258707.7024
1918,134961.9202
1919,166855.1477
1920,146701.3966
1921,455552.7634
1922,342050.7588
1923,208899.1412
1924,248588.5807
1925,216705.4969
1926,385831.437
1927,134722.0834
1928,143542.7374
1929,127557.413
1930,130052.8668
1931,142505.773
1932,145348.1402
1933,179065.3203
1934,184202.9981
1935,181527.5692
1936,199229.7488
1937,208536.1618
1938,170895.2756
1939,243188.9922
1940,189197.7189
1941,174545.5604
1942,177261.3917
1943,195030.5507
1944,361863.8418
1945,396841.0423
1946,164972.63
1947,295724.3005
1948,167201.6464
1949,247494.1506
1950,186118.9468
1951,315812.6345
1952,200673.717
1953,160653.6541
1954,200124.1904
1955,127225.1261
1956,340167.2913
1957,154574.4098
1958,350009.1389
1959,143656.0715
1960,111602.3619
1961,117593.5701
1962,91263.4154
1963,100987.8215
1964,121631.4507
1965,157347.2293
1966,144455.6431
1967,322151.4856
1968,417456.0538
1969,424859.987
1970,481179.2948
1971,394863.2791
1972,375528.0732
1973,242746.5902
1974,342927.6237
1975,492056.513
1976,276413.3408
1977,351687.1206
1978,379362.7749
1979,288234.8779
1980,191783.813
1981,306269.5224
1982,204748.5603
1983,195910.947
1984,160891.8361
1985,206580.2379
1986,198018.9976
1987,170852.5795
1988,176114.3047
1989,189806.9613
1990,225207.4611
1991,196087.1281
1992,199506.1537
1993,160569.2088
1994,241276.0253
1995,182776.7022
1996,246281.6277
1997,343416.5523
1998,378817.1948
1999,263201.1952
2000,342702.6634
2001,274802.3869
2002,204735.834
2003,249683.793
2004,282163.668
2005,248334.4466
2006,220652.3106
2007,238751.193
2008,210803.4986
2009,189166.7892
2010,177438.9057
2011,128093.2526
2012,190626.2571
2013,185720.5222
2014,202014.753
2015,210579.8205
2016,191834.0194
2017,207381.3332
2018,130162.019
2019,130545.683
2020,113704.3418
2021,99949.18413
2022,193167.7916
2023,150347.0785
2024,269034.2555
2025,325779.6754
2026,186126.6959
2027,148876.2086
2028,160029.8031
2029,173264.4614
2030,265813.9977
2031,265980.0936
2032,284468.2219
2033,266443.9764
2034,159760.5526
2035,201852.3799
2036,185182.4678
2037,192638.7722
2038,345763.6835
2039,244164.1882
2040,354361.856
2041,264822.4368
2042,199205.3926
2043,175290.7083
2044,181312.4265
2045,242717.8384
2046,130880.101
2047,160145.4124
2048,129790.1741
2049,123508.9937
2050,180052.0637
2051,98683.2363
2052,125587.6355
2053,150401.0271
2054,85301.48473
2055,156127.7752
2056,140020.0914
2057,123611.8715
2058,250038.5861
2059,132548.046
2060,170501.1762
2061,161716.2588
2062,142273.7205
2063,118560.5552
2064,142630.5285
2065,122128.0265
2066,183861.4596
2067,127278.6013
2068,104145.6156
2069,86972.99249
2070,110655.8615
2071,85716.10459
2072,133348.1123
2073,138116.7142
2074,192869.068
2075,139625.3508
2076,123997.6036
2077,159749.4686
2078,131737.3753
2079,129700.9032
2080,121462.4661
2081,127112.2577
2082,115977.5193
2083,140510.9012
2084,112249.7807
2085,121708.7044
2086,116545.7327
2087,122895.2671
2088,94175.97391
2089,78517.2003
2090,122567.3993
2091,141694.3543
2092,122811.9699
2093,142292.8385
2094,127014.9555
2095,154435.2337
2096,86184.969
2097,104576.5106
2098,158434.8123
2099,71620.16366
2100,97123.32822
2101,108121.9788
2102,130625.6641
2103,106328.0799
2104,112085.0626
2105,123729.0389
2106,82258.40842
2107,237475.2907
2108,112533.922
2109,114207.3915
2110,135687.0112
2111,139636.0001
2112,147987.9434
2113,120418.4468
2114,104819.9667
2115,155060.4324
2116,111294.6814
2117,144301.3191
2118,115494.2108
2119,116719.1
2120,105026.1949
2121,101166.0534
2122,119600.6563
2123,78813.87436
2124,169898.2203
2125,119960.4711
2126,130916.2374
2127,149472.3856
2128,138402.2539
2129,93508.83077
2130,159449.7027
2131,144265.8125
2132,106379.1696
2133,113198.5844
2134,115229.7607
2135,96232.30043
2136,86784.85675
2137,117778.7181
2138,140758.5674
2139,127983.3565
2140,143744.7857
2141,143217.0519
2142,133151.4193
2143,155775.5848
2144,98225.96005
2145,129019.3069
2146,159903.7077
2147,136427.3862
2148,126850.6409
2149,143784.3385
2150,218532.2865
2151,126755.3543
2152,189640.1101
2153,156214.0775
2154,120166.5371
2155,142221.8146
2156,247073.5442
2157,228663.606
2158,226365.1374
2159,210899.9341
2160,187030.8344
2161,231177.2989
2162,402687.5431
2163,373025.3736
2164,256902.6446
2165,196538.3364
2166,152107.6962
2167,205539.6811
2168,197721.5625
2169,191059.0011
2170,210936.971
2171,146811.2626
2172,132445.6607
2173,184623.65
2174,232030.7073
2175,317513.857
2176,377383.0093
2177,271946.1203
2178,195985.1171
2179,130895.4289
2180,232975.9382
2181,192713.9757
2182,203304.234
2183,207061.991
2184,142130.0174
2185,119545.3769
2186,139779.52
2187,155491.9185
2188,151985.0847
2189,242046.9731
2190,79761.12823
2191,78485.44838
2192,94697.24977
2193,126217.405
2194,99662.35232
2195,107075.0493
2196,107093.5138
2197,99415.33108
2198,158650.986
2199,193087.2973
2200,136472.5457
2201,150301.1331
2202,194721.0713
2203,156314.9508
2204,175441.101
2205,115476.1207
2206,146382.1123
2207,208373.7819
2208,251814.0611
2209,220078.2146
2210,129831.9995
2211,102370.3694
2212,106151.4321
2213,116063.4655
2214,172264.2243
2215,104927.8335
2216,146406.0213
2217,102506.4606
2218,106545.2598
2219,82495.91437
2220,83114.24891
2221,341300.3293
2222,267164.5386
2223,274754.7379
2224,204879.9873
2225,126657.6751
2226,205790.2177
2227,198372.9208
2228,280895.5015
2229,234528.7887
2230,158926.7248
2231,229102.0207
2232,176070.5078
2233,167809.1291
2234,258191.2029
2235,223965.5299
2236,258590.47
2237,350393.5046
2238,194243.4108
2239,111404.692
2240,151528.9885
2241,172379.2318
2242,135200.5436
2243,157228.9762
2244,105327.2397
